Node;L2;L3;L4;L5
SLC3: Heavy subunits of the heteromeric amino acid transporters;KEGG - Transporters;Solute carrier family (SLC);SLC3: Heavy subunits of the heteromeric amino acid transporters;SLC3: Heavy subunits of the heteromeric amino acid transporters
SLC4: Bicarbonate transporter;KEGG - Transporters;Solute carrier family (SLC);SLC4: Bicarbonate transporter;SLC4: Bicarbonate transporter
SLC5: Sodium glucose cotransporter;KEGG - Transporters;Solute carrier family (SLC);SLC5: Sodium glucose cotransporter;SLC5: Sodium glucose cotransporter
SLC6: Sodium- and chloride-dependent neurotransmitter transporter;KEGG - Transporters;Solute carrier family (SLC);SLC6: Sodium- and chloride-dependent neurotransmitter transporter;SLC6: Sodium- and chloride-dependent neurotransmitter transporter
SLC7: Cationic amino acid transporter/glycoprotein-associated;KEGG - Transporters;Solute carrier family (SLC);SLC7: Cationic amino acid transporter/glycoprotein-associated;SLC7: Cationic amino acid transporter/glycoprotein-associated
SLC8: Na+/Ca2+ exchanger;KEGG - Transporters;Solute carrier family (SLC);SLC8: Na+/Ca2+ exchanger;SLC8: Na+/Ca2+ exchanger
SLC9: Na+/H+ exchanger;KEGG - Transporters;Solute carrier family (SLC);SLC9: Na+/H+ exchanger;SLC9: Na+/H+ exchanger
SLC10: Sodium bile salt cotransporter;KEGG - Transporters;Solute carrier family (SLC);SLC10: Sodium bile salt cotransporter;SLC10: Sodium bile salt cotransporter
SLC11: Proton-coupled metal ion transporter;KEGG - Transporters;Solute carrier family (SLC);SLC11: Proton-coupled metal ion transporter;SLC11: Proton-coupled metal ion transporter
SLC12: Electroneutral cation-coupled Cl cotransporter;KEGG - Transporters;Solute carrier family (SLC);SLC12: Electroneutral cation-coupled Cl cotransporter;SLC12: Electroneutral cation-coupled Cl cotransporter
SLC13: Human Na+-sulfate/carboxylate cotransporter;KEGG - Transporters;Solute carrier family (SLC);SLC13: Human Na+-sulfate/carboxylate cotransporter;SLC13: Human Na+-sulfate/carboxylate cotransporter
SLC14: Urea transporter;KEGG - Transporters;Solute carrier family (SLC);SLC14: Urea transporter;SLC14: Urea transporter
SLC15: Proton oligopeptide cotransporter;KEGG - Transporters;Solute carrier family (SLC);SLC15: Proton oligopeptide cotransporter;SLC15: Proton oligopeptide cotransporter
SLC16: Monocarboxylate transporter;KEGG - Transporters;Solute carrier family (SLC);SLC16: Monocarboxylate transporter;SLC16: Monocarboxylate transporter
SLC17: Vesicular glutamate transporter;KEGG - Transporters;Solute carrier family (SLC);SLC17: Vesicular glutamate transporter;SLC17: Vesicular glutamate transporter
SLC18: Vesicular amine transporter;KEGG - Transporters;Solute carrier family (SLC);SLC18: Vesicular amine transporter;SLC18: Vesicular amine transporter
SLC19: Folate/thiamine transporter;KEGG - Transporters;Solute carrier family (SLC);SLC19: Folate/thiamine transporter;SLC19: Folate/thiamine transporter
SLC20: Type III Na+-phosphate cotransporter;KEGG - Transporters;Solute carrier family (SLC);SLC20: Type III Na+-phosphate cotransporter;SLC20: Type III Na+-phosphate cotransporter
SLC21/ASLCO: Organic anion transporter;KEGG - Transporters;Solute carrier family (SLC);SLC21/ASLCO: Organic anion transporter;SLC21/ASLCO: Organic anion transporter
SLC22: Organic cation/anion/zwitterion transporter;KEGG - Transporters;Solute carrier family (SLC);SLC22: Organic cation/anion/zwitterion transporter;SLC22: Organic cation/anion/zwitterion transporter
SLC23: Na+-dependent ascorbic acid transporter;KEGG - Transporters;Solute carrier family (SLC);SLC23: Na+-dependent ascorbic acid transporter;SLC23: Na+-dependent ascorbic acid transporter
SLC24: Na+/(Ca2+-K+) exchanger;KEGG - Transporters;Solute carrier family (SLC);SLC24: Na+/(Ca2+-K+) exchanger;SLC24: Na+/(Ca2+-K+) exchanger
SLC25: Mitochondrial carrier;KEGG - Transporters;Solute carrier family (SLC);SLC25: Mitochondrial carrier;SLC25: Mitochondrial carrier
SLC26: Multifunctional anion exchanger;KEGG - Transporters;Solute carrier family (SLC);SLC26: Multifunctional anion exchanger;SLC26: Multifunctional anion exchanger
SLC27: Fatty acid transporter;KEGG - Transporters;Solute carrier family (SLC);SLC27: Fatty acid transporter;SLC27: Fatty acid transporter
SLC28: Na+-coupled nucleoside transporter;KEGG - Transporters;Solute carrier family (SLC);SLC28: Na+-coupled nucleoside transporter;SLC28: Na+-coupled nucleoside transporter
SLC29: Facilitative nucleoside transporter;KEGG - Transporters;Solute carrier family (SLC);SLC29: Facilitative nucleoside transporter;SLC29: Facilitative nucleoside transporter
SLC30: Zinc efflux transporter;KEGG - Transporters;Solute carrier family (SLC);SLC30: Zinc efflux transporter;SLC30: Zinc efflux transporter
SLC31: Copper transporter;KEGG - Transporters;Solute carrier family (SLC);SLC31: Copper transporter;SLC31: Copper transporter
SLC32: Vesicular inhibitory amino acid transporter;KEGG - Transporters;Solute carrier family (SLC);SLC32: Vesicular inhibitory amino acid transporter;SLC32: Vesicular inhibitory amino acid transporter
SLC33: Acetyl-CoA transporter;KEGG - Transporters;Solute carrier family (SLC);SLC33: Acetyl-CoA transporter;SLC33: Acetyl-CoA transporter
SLC34: Type II Na+-phosphate cotransporter;KEGG - Transporters;Solute carrier family (SLC);SLC34: Type II Na+-phosphate cotransporter;SLC34: Type II Na+-phosphate cotransporter
SLC35: Nucleoside-sugar transporter;KEGG - Transporters;Solute carrier family (SLC);SLC35: Nucleoside-sugar transporter;SLC35: Nucleoside-sugar transporter
SLC36: Proton-coupled amino acid transporter;KEGG - Transporters;Solute carrier family (SLC);SLC36: Proton-coupled amino acid transporter;SLC36: Proton-coupled amino acid transporter
SLC37: Sugar-phosphate/phosphate exchanger;KEGG - Transporters;Solute carrier family (SLC);SLC37: Sugar-phosphate/phosphate exchanger;SLC37: Sugar-phosphate/phosphate exchanger
SLC38: System A and System N sodium-coupled neutral amino acid transporter;KEGG - Transporters;Solute carrier family (SLC);SLC38: System A and System N sodium-coupled neutral amino acid transporter;SLC38: System A and System N sodium-coupled neutral amino acid transporter
SLC39: Metal ion transporter;KEGG - Transporters;Solute carrier family (SLC);SLC39: Metal ion transporter;SLC39: Metal ion transporter
SLC40: Basolateral iron transporter;KEGG - Transporters;Solute carrier family (SLC);SLC40: Basolateral iron transporter;SLC40: Basolateral iron transporter
SLC41: MgtE-like magnesium transporter;KEGG - Transporters;Solute carrier family (SLC);SLC41: MgtE-like magnesium transporter;SLC41: MgtE-like magnesium transporter
SLC42: Rh ammonium transporter;KEGG - Transporters;Solute carrier family (SLC);SLC42: Rh ammonium transporter;SLC42: Rh ammonium transporter
SLC43: Na+-independent, system-L-like amino acid transporter;KEGG - Transporters;Solute carrier family (SLC);SLC43: Na+-independent, system-L-like amino acid transporter;SLC43: Na+-independent, system-L-like amino acid transporter
SLC44: Choline-like transporter;KEGG - Transporters;Solute carrier family (SLC);SLC44: Choline-like transporter;SLC44: Choline-like transporter
SLC45: H+/sugar cotransporter;KEGG - Transporters;Solute carrier family (SLC);SLC45: H+/sugar cotransporter;SLC45: H+/sugar cotransporter
SLC46: Folate transporter;KEGG - Transporters;Solute carrier family (SLC);SLC46: Folate transporter;SLC46: Folate transporter
SLC47: Multidrug and Toxin Extrusion (MATE) family;KEGG - Transporters;Solute carrier family (SLC);SLC47: Multidrug and Toxin Extrusion (MATE) family;SLC47: Multidrug and Toxin Extrusion (MATE) family
SLC48: Heme transporter;KEGG - Transporters;Solute carrier family (SLC);SLC48: Heme transporter;SLC48: Heme transporter
SLC49: FLVCR-related transporter;KEGG - Transporters;Solute carrier family (SLC);SLC49: FLVCR-related transporter;SLC49: FLVCR-related transporter
SLC50: Sugar efflux transporter;KEGG - Transporters;Solute carrier family (SLC);SLC50: Sugar efflux transporter;SLC50: Sugar efflux transporter
SLC51: Transporter of steroid-derived molecules;KEGG - Transporters;Solute carrier family (SLC);SLC51: Transporter of steroid-derived molecules;SLC51: Transporter of steroid-derived molecules
SLC52: Riboflavin transporter;KEGG - Transporters;Solute carrier family (SLC);SLC52: Riboflavin transporter;SLC52: Riboflavin transporter
SLC54: Mitochondrial pyruvate carrier;KEGG - Transporters;Solute carrier family (SLC);SLC54: Mitochondrial pyruvate carrier;SLC54: Mitochondrial pyruvate carrier
SLC56: Sideroflexin;KEGG - Transporters;Solute carrier family (SLC);SLC56: Sideroflexin;SLC56: Sideroflexin
SLC57: NiPA-like magnesium transporter;KEGG - Transporters;Solute carrier family (SLC);SLC57: NiPA-like magnesium transporter;SLC57: NiPA-like magnesium transporter
SLC58: MagT-like magnesium transporter;KEGG - Transporters;Solute carrier family (SLC);SLC58: MagT-like magnesium transporter;SLC58: MagT-like magnesium transporter
SLC62: Pyrophosphate transporter;KEGG - Transporters;Solute carrier family (SLC);SLC62: Pyrophosphate transporter;SLC62: Pyrophosphate transporter
SLC65: NPC-type cholesterol transporter;KEGG - Transporters;Solute carrier family (SLC);SLC65: NPC-type cholesterol transporter;SLC65: NPC-type cholesterol transporter
SLC66: Lysosomal lysine-arginine transporter;KEGG - Transporters;Solute carrier family (SLC);SLC66: Lysosomal lysine-arginine transporter;SLC66: Lysosomal lysine-arginine transporter
Sugar porter (SP) family [TC:2.A.1.1];KEGG - Transporters;Major facilitator superfamily (MFS);Sugar transporters;Sugar porter (SP) family [TC:2.A.1.1]
Oligosaccharide:H+ symporter (OHS) family [TC:2.A.1.5];KEGG - Transporters;Major facilitator superfamily (MFS);Sugar transporters;Oligosaccharide:H+ symporter (OHS) family [TC:2.A.1.5]
Fucose:H+ symporter (FHS) family [TC:2.A.1.7];KEGG - Transporters;Major facilitator superfamily (MFS);Sugar transporters;Fucose:H+ symporter (FHS) family [TC:2.A.1.7]
Sugar efflux transporter (SET) [TC:2.A.1.20];KEGG - Transporters;Major facilitator superfamily (MFS);Sugar transporters;Sugar efflux transporter (SET) [TC:2.A.1.20]
Nucleoside:H+ symporter (NHS) family [TC:2.A.1.10];KEGG - Transporters;Major facilitator superfamily (MFS);Sugar transporters;Nucleoside:H+ symporter (NHS) family [TC:2.A.1.10]
Purine transporter (AzgA) family [TC:2.A.1.40];KEGG - Transporters;Major facilitator superfamily (MFS);Sugar transporters;Purine transporter (AzgA) family [TC:2.A.1.40]
Metabolite:H+ symporter (MHS) family [TC:2.A.1.6];KEGG - Transporters;Major facilitator superfamily (MFS);Organic acid transporters;Metabolite:H+ symporter (MHS) family [TC:2.A.1.6]
Oxalate:formate antiporter (OFA) family [TC:2.A.1.11];KEGG - Transporters;Major facilitator superfamily (MFS);Organic acid transporters;Oxalate:formate antiporter (OFA) family [TC:2.A.1.11]
Sialate:H+ symporter (SHS) family [TC:2.A.1.12];KEGG - Transporters;Major facilitator superfamily (MFS);Organic acid transporters;Sialate:H+ symporter (SHS) family [TC:2.A.1.12]
Monocarboxylate transporter (MCT) family [TC:2.A.1.13];KEGG - Transporters;Major facilitator superfamily (MFS);Organic acid transporters;Monocarboxylate transporter (MCT) family [TC:2.A.1.13]
Anion:cation symporter (ACS) family [TC:2.A.1.14];KEGG - Transporters;Major facilitator superfamily (MFS);Organic acid transporters;Anion:cation symporter (ACS) family [TC:2.A.1.14]
Aromatic acid:H+ symporter (AAHS) family [TC:2.A.1.15];KEGG - Transporters;Major facilitator superfamily (MFS);Organic acid transporters;Aromatic acid:H+ symporter (AAHS) family [TC:2.A.1.15]
Cyanate porter (CP) family [TC:2.A.1.17];KEGG - Transporters;Major facilitator superfamily (MFS);Organic acid transporters;Cyanate porter (CP) family [TC:2.A.1.17]
Organic cation transporter (OCT) family [TC:2.A.1.19];KEGG - Transporters;Major facilitator superfamily (MFS);Organic acid transporters;Organic cation transporter (OCT) family [TC:2.A.1.19]
Phenylproprionate permease (PPP) [TC:2.A.1.27];KEGG - Transporters;Major facilitator superfamily (MFS);Organic acid transporters;Phenylproprionate permease (PPP) [TC:2.A.1.27]
L-Amino acid transporter-3 (LAT3) family (SLC43 family) [TC:2.A.1.44];KEGG - Transporters;Major facilitator superfamily (MFS);Organic acid transporters;L-Amino acid transporter-3 (LAT3) family (SLC43 family) [TC:2.A.1.44]
Proton coupled folate transporter/heme carrier protein (PCFT/HCP) family [TC:2.A.1.50];KEGG - Transporters;Major facilitator superfamily (MFS);Organic acid transporters;Proton coupled folate transporter/heme carrier protein (PCFT/HCP) family [TC:2.A.1.50]
Phosphate:H+ symporter (PHS) family [TC:2.A.1.9];KEGG - Transporters;Major facilitator superfamily (MFS);Phosphate and organophosphate transporters;Phosphate:H+ symporter (PHS) family [TC:2.A.1.9]
Organophosphate:Pi antiporter (OPA) family [TC:2.A.1.4];KEGG - Transporters;Major facilitator superfamily (MFS);Phosphate and organophosphate transporters;Organophosphate:Pi antiporter (OPA) family [TC:2.A.1.4]
Nitrate/nitrite porter (NNP) family [TC:2.A.1.8];KEGG - Transporters;Major facilitator superfamily (MFS);Nitrate/nitrite transporters;Nitrate/nitrite porter (NNP) family [TC:2.A.1.8]
Lysophospholipid transporter (LplT) family [TC:2.A.1.42];KEGG - Transporters;Major facilitator superfamily (MFS);Lipid transporters;Lysophospholipid transporter (LplT) family [TC:2.A.1.42]
Sphingosine-1-phosphate transporter (Spinster) family [TC:2.A.1.49];KEGG - Transporters;Major facilitator superfamily (MFS);Lipid transporters;Sphingosine-1-phosphate transporter (Spinster) family [TC:2.A.1.49]
Siderophore-iron transporter (SIT) family [TC:2.A.1.16];KEGG - Transporters;Major facilitator superfamily (MFS);Metal transporters;Siderophore-iron transporter (SIT) family [TC:2.A.1.16]
Enterobactin (siderophore) exporter (EntS) family [TC:2.A.1.38];KEGG - Transporters;Major facilitator superfamily (MFS);Metal transporters;Enterobactin (siderophore) exporter (EntS) family [TC:2.A.1.38]
Nickel resistance (Nre) family [TC:2.A.1.31];KEGG - Transporters;Major facilitator superfamily (MFS);Metal transporters;Nickel resistance (Nre) family [TC:2.A.1.31]
Putative bacteriochlorophyll delivery (BCD) family [TC:2.A.1.41];KEGG - Transporters;Major facilitator superfamily (MFS);Metal transporters;Putative bacteriochlorophyll delivery (BCD) family [TC:2.A.1.41]
Vesicular neurotransmitter transporter (VNT) [TC:2.A.1.22];KEGG - Transporters;Major facilitator superfamily (MFS);Protein transporters;Vesicular neurotransmitter transporter (VNT) [TC:2.A.1.22]
Peptide-acetyl-CoA transporter (PAT) [TC:2.A.1.25];KEGG - Transporters;Major facilitator superfamily (MFS);Protein transporters;Peptide-acetyl-CoA transporter (PAT) [TC:2.A.1.25]
Feline leukemia virus subgroup C receptor (FLVCR) [TC:2.A.1.28];KEGG - Transporters;Major facilitator superfamily (MFS);Protein transporters;Feline leukemia virus subgroup C receptor (FLVCR) [TC:2.A.1.28]
Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2];KEGG - Transporters;Major facilitator superfamily (MFS);Drug transporters;Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2]
Drug:H+ antiporter-2 (14 spanner) (DHA2) family [TC:2.A.1.3];KEGG - Transporters;Major facilitator superfamily (MFS);Drug transporters;Drug:H+ antiporter-2 (14 spanner) (DHA2) family [TC:2.A.1.3]
Drug:H+ antiporter-3 (12 spanner) (DHA3) [TC:2.A.1.21];KEGG - Transporters;Major facilitator superfamily (MFS);Drug transporters;Drug:H+ antiporter-3 (12 spanner) (DHA3) [TC:2.A.1.21]
Putative aromatic compound/drug exporter (ACDE) family [TC:2.A.1.32];KEGG - Transporters;Major facilitator superfamily (MFS);Drug transporters;Putative aromatic compound/drug exporter (ACDE) family [TC:2.A.1.32]
Fosmidomycin resistance (Fsr) family [TC:2.A.1.35];KEGG - Transporters;Major facilitator superfamily (MFS);Drug transporters;Fosmidomycin resistance (Fsr) family [TC:2.A.1.35]
Acriflavin-sensitivity (YnfM) family [TC:2.A.1.36];KEGG - Transporters;Major facilitator superfamily (MFS);Drug transporters;Acriflavin-sensitivity (YnfM) family [TC:2.A.1.36]
Unknown major facilitator-1 (UMF1) [TC:2.A.1.24];KEGG - Transporters;Major facilitator superfamily (MFS);Unknown transporters;Unknown major facilitator-1 (UMF1) [TC:2.A.1.24]
Unknown major facilitator-2 (UMF2) [TC:2.A.1.26];KEGG - Transporters;Major facilitator superfamily (MFS);Unknown transporters;Unknown major facilitator-2 (UMF2) [TC:2.A.1.26]
Putative YqgE transporter (YqgE) family [TC:2.A.1.33];KEGG - Transporters;Major facilitator superfamily (MFS);Unknown transporters;Putative YqgE transporter (YqgE) family [TC:2.A.1.33]
Others;KEGG - Transporters;Major facilitator superfamily (MFS);Unknown transporters;Others
Enzyme I [TC:8.A.7];KEGG - Transporters;Phosphotransferase system (PTS);Enzyme I and HPr;Enzyme I [TC:8.A.7]
Phosphocarrier protein HPr [TC:8.A.8];KEGG - Transporters;Phosphotransferase system (PTS);Enzyme I and HPr;Phosphocarrier protein HPr [TC:8.A.8]
Multiphosphoryl transfer protein;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme I and HPr;Multiphosphoryl transfer protein
Glucose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Glucose-specific II component
Glucose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Glucose-specific II component
N-Acetylglucosamine-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];N-Acetylglucosamine-specific II component
Maltose/glucose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Maltose/glucose-specific II component
Maltose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Maltose-specific II component
D-Glucosamine-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];D-Glucosamine-specific II component
Sucrose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Sucrose-specific II component
Beta-glucoside-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Beta-glucoside-specific II component
Beta-glucoside (arbutin/salicin/cellobiose)-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Beta-glucoside (arbutin/salicin/cellobiose)-specific II component
Trehalose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Trehalose-specific II component
N-Acetylmuramic acid-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];N-Acetylmuramic acid-specific II component
Alpha-glucoside-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Alpha-glucoside-specific II component
Fructose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Fructose-specific II component
Fructose-specific II-like component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Fructose-specific II-like component
Mannitol-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Mannitol-specific II component
2-O-A-Mannosyl-D-glycerate-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];2-O-A-Mannosyl-D-glycerate-specific II component
Lactose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Lactose-specific II component
Cellobiose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Cellobiose-specific II component
Glucitol/sorbitol-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Glucitol/sorbitol-specific II component
Galactitol-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Galactitol-specific II component
Galactose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Galactose-specific II component
Mannose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Mannose-specific II component
Fructoselysine/glucoselysine-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Fructoselysine/glucoselysine-specific II component
Fructose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Fructose-specific II component
Sorbose-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Sorbose-specific II component
N-Acetylgalactosamine-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];N-Acetylgalactosamine-specific II component
Galactosamine-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Galactosamine-specific II component
D-Glucosaminate-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];D-Glucosaminate-specific II component
Ascorbate-specific II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Ascorbate-specific II component
Nitrogen regulatory II component;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];Nitrogen regulatory II component
EI/HPr/EIIA hybrid protein;KEGG - Transporters;Phosphotransferase system (PTS);Enzyme II [TC:4.A];EI/HPr/EIIA hybrid protein
Aquaporins;KEGG - Transporters;Other transporters;Aquaporins and small neutral solute transporters [TC:1.A.8];Aquaporins
Aquaglyceroporins or glycerol-uptake facilitators;KEGG - Transporters;Other transporters;Aquaporins and small neutral solute transporters [TC:1.A.8];Aquaglyceroporins or glycerol-uptake facilitators
Pores ion channels [TC:1];KEGG - Transporters;Other transporters;Pores ion channels [TC:1];Pores ion channels [TC:1]
Electrochemical potential-driven transporters [TC:2];KEGG - Transporters;Other transporters;Electrochemical potential-driven transporters [TC:2];Electrochemical potential-driven transporters [TC:2]
Primary active transporters [TC:3];KEGG - Transporters;Other transporters;Primary active transporters [TC:3];Primary active transporters [TC:3]
Transmembrane electron carriers [TC:5];KEGG - Transporters;Other transporters;Transmembrane electron carriers [TC:5];Transmembrane electron carriers [TC:5]
Accessory factors involved in transport [TC:8];KEGG - Transporters;Other transporters;Accessory factors involved in transport [TC:8];Accessory factors involved in transport [TC:8]
Others;KEGG - Transporters;Other transporters;Others;Others
PhoR-PhoB (phosphate starvation response);KEGG - Two Component Systems;OmpR family;OmpR family;P h o R - P h o B   ( p h o s p h a t e   s t a r v a t i o n   r e s p o n s e )
SenX3-RegX3 (phosphate starvation response);KEGG - Two Component Systems;OmpR family;OmpR family;S e n X 3 - R e g X 3   ( p h o s p h a t e   s t a r v a t i o n   r e s p o n s e )
PhoQ-PhoP (magnesium transport);KEGG - Two Component Systems;OmpR family;OmpR family;P h o Q - P h o P   ( m a g n e s i u m   t r a n s p o r t )
EnvZ-OmpR (osmotic stress response);KEGG - Two Component Systems;OmpR family;OmpR family;E n v Z - O m p R   ( o s m o t i c   s t r e s s   r e s p o n s e )
RstB-RstA;KEGG - Two Component Systems;OmpR family;OmpR family;R s t B - R s t A
CpxA-CpxR (envelope stress response);KEGG - Two Component Systems;OmpR family;OmpR family;C p x A - C p x R   ( e n v e l o p e   s t r e s s   r e s p o n s e )
CssS-CssR (secretion stress response);KEGG - Two Component Systems;OmpR family;OmpR family;C s s S - C s s R   ( s e c r e t i o n   s t r e s s   r e s p o n s e )
CreC-CreB (phosphate regulation);KEGG - Two Component Systems;OmpR family;OmpR family;C r e C - C r e B   ( p h o s p h a t e   r e g u l a t i o n )
BaeS-BaeR (envelope stress response);KEGG - Two Component Systems;OmpR family;OmpR family;B a e S - B a e R   ( e n v e l o p e   s t r e s s   r e s p o n s e )
BasS-BasR (antimicrobial peptide resistance);KEGG - Two Component Systems;OmpR family;OmpR family;B a s S - B a s R   ( a n t i m i c r o b i a l   p e p t i d e   r e s i s t a n c e )
CusS-CusR (copper tolerance);KEGG - Two Component Systems;OmpR family;OmpR family;C u s S - C u s R   ( c o p p e r   t o l e r a n c e )
QseC-QseB (quorum sensing);KEGG - Two Component Systems;OmpR family;OmpR family;Q s e C - Q s e B   ( q u o r u m   s e n s i n g )
KdpD-KdpE (potassium transport);KEGG - Two Component Systems;OmpR family;OmpR family;K d p D - K d p E   ( p o t a s s i u m   t r a n s p o r t )
TorS-TorR (TMAO respiration);KEGG - Two Component Systems;OmpR family;OmpR family;T o r S - T o r R   ( T M A O   r e s p i r a t i o n )
ArcB-ArcA (anoxic redox control);KEGG - Two Component Systems;OmpR family;OmpR family;A r c B - A r c A   ( a n o x i c   r e d o x   c o n t r o l )
TctE-TctD (tricarboxylic acid transport);KEGG - Two Component Systems;OmpR family;OmpR family;T c t E - T c t D   ( t r i c a r b o x y l i c   a c i d   t r a n s p o r t )
ResE-ResD (aerobic and anaerobic respiration);KEGG - Two Component Systems;OmpR family;OmpR family;R e s E - R e s D   ( a e r o b i c   a n d   a n a e r o b i c   r e s p i r a t i o n )
VicK-VicR (cell wall metabolism);KEGG - Two Component Systems;OmpR family;OmpR family;V i c K - V i c R   ( c e l l   w a l l   m e t a b o l i s m )
MprB-MprA (maintenance of persistent infection);KEGG - Two Component Systems;OmpR family;OmpR family;M p r B - M p r A   ( m a i n t e n a n c e   o f   p e r s i s t e n t   i n f e c t i o n )
MtrB-MtrA (osmotic stress response);KEGG - Two Component Systems;OmpR family;OmpR family;M t r B - M t r A   ( o s m o t i c   s t r e s s   r e s p o n s e )
PrrB-PrrA (intracellular multiplication);KEGG - Two Component Systems;OmpR family;OmpR family;P r r B - P r r A   ( i n t r a c e l l u l a r   m u l t i p l i c a t i o n )
TrcS-TrcR;KEGG - Two Component Systems;OmpR family;OmpR family;T r c S - T r c R
NrsS-NrsR (nickel tolerance);KEGG - Two Component Systems;OmpR family;OmpR family;N r s S - N r s R   ( n i c k e l   t o l e r a n c e )
ManS-ManR (manganese homeostasis);KEGG - Two Component Systems;OmpR family;OmpR family;M a n S - M a n R   ( m a n g a n e s e   h o m e o s t a s i s )
NblS-NblR (photosynthesis);KEGG - Two Component Systems;OmpR family;OmpR family;N b l S - N b l R   ( p h o t o s y n t h e s i s )
SasA-RpaAB (circadian timing mediating);KEGG - Two Component Systems;OmpR family;OmpR family;S a s A - R p a A B   ( c i r c a d i a n   t i m i n g   m e d i a t i n g )
SaeS-SaeR (staphylococcal virulence regulation);KEGG - Two Component Systems;OmpR family;OmpR family;S a e S - S a e R   ( s t a p h y l o c o c c a l   v i r u l e n c e   r e g u l a t i o n )
BceS-BceR (bacitracin transport);KEGG - Two Component Systems;OmpR family;OmpR family;B c e S - B c e R   ( b a c i t r a c i n   t r a n s p o r t )
BraS-BraR (bacitracin transport);KEGG - Two Component Systems;OmpR family;OmpR family;B r a S - B r a R   ( b a c i t r a c i n   t r a n s p o r t )
GraS-GraR (cationic antimicrobial peptide transport);KEGG - Two Component Systems;OmpR family;OmpR family;G r a S - G r a R   ( c a t i o n i c   a n t i m i c r o b i a l   p e p t i d e   t r a n s p o r t )
YxdK-YxdJ (antimicrobial peptide response);KEGG - Two Component Systems;OmpR family;OmpR family;Y x d K - Y x d J   ( a n t i m i c r o b i a l   p e p t i d e   r e s p o n s e )
ChvG-ChvI (acidity sensing);KEGG - Two Component Systems;OmpR family;OmpR family;C h v G - C h v I   ( a c i d i t y   s e n s i n g )
CiaH-CiaR;KEGG - Two Component Systems;OmpR family;OmpR family;C i a H - C i a R
ParS-ParR (polymyxin-adaptive resistance);KEGG - Two Component Systems;OmpR family;OmpR family;P a r S - P a r R   ( p o l y m y x i n - a d a p t i v e   r e s i s t a n c e )
AdeS-AdeR;KEGG - Two Component Systems;OmpR family;OmpR family;A d e S - A d e R
VanS-VanR (VanB type vancomycin resistance);KEGG - Two Component Systems;OmpR family;OmpR family;V a n S - V a n R   ( V a n B   t y p e   v a n c o m y c i n   r e s i s t a n c e )
VanS-VanR (VanE type vancomycin resistance);KEGG - Two Component Systems;OmpR family;OmpR family;V a n S - V a n R   ( V a n E   t y p e   v a n c o m y c i n   r e s i s t a n c e )
